iter	Quantile:alpha=0.9
306	0.01036905704
307	0.01036476116
308	0.01036124446
309	0.01035737158
310	0.01035205312
311	0.01034425575
312	0.01034078151
313	0.01033619542
314	0.01032857864
315	0.01032559062
316	0.01031916516
317	0.01031466602
318	0.01031051476
319	0.01029992594
320	0.01029533592
321	0.01029208586
322	0.01028648682
323	0.01028074846
324	0.01027675924
325	0.01026872817
326	0.01026394293
327	0.01025998105
328	0.01025461997
329	0.01024630406
330	0.01024247672
331	0.01023877808
332	0.01023179526
333	0.01022890245
334	0.01022015388
335	0.01021652172
336	0.01021162642
337	0.01020784672
338	0.0102004794
339	0.01019348292
340	0.01018977712
341	0.01018596907
342	0.01018060413
343	0.01017492192
344	0.01017132776
345	0.01016746577
346	0.0101651323
347	0.0101591974
348	0.01015366679
349	0.01015060961
350	0.01014719614
351	0.0101401407
352	0.01013392061
353	0.01013105755
354	0.01012919964
355	0.01012424152
356	0.01011632041
357	0.010110524
358	0.01010519285
359	0.01009870456
360	0.01009370458
361	0.01009036864
362	0.01008801873
363	0.01008550427
364	0.01008195568
365	0.01007337547
366	0.01006232535
367	0.0100548421
368	0.01004951771
369	0.0100470565
370	0.01004025641
371	0.01003490941
372	0.01002886682
373	0.01002260107
374	0.01001256584
375	0.01000536704
376	0.009996571764
377	0.009989140208
378	0.009980644699
379	0.009970918036
380	0.009963952988
381	0.009957667581
382	0.009950355172
383	0.009942815616
384	0.0099378002
385	0.009932819193
386	0.009925993684
387	0.009919462729
388	0.009913107619
389	0.009908190107
390	0.009900551716
391	0.009894788949
392	0.009889952241
393	0.009885053194
394	0.009879927587
395	0.009878211109
396	0.009868033837
397	0.009864248192
398	0.009862401605
399	0.00986049721
400	0.009852306856
401	0.009850378192
402	0.00984501588
403	0.009837938065
404	0.009832576626
405	0.009829086365
406	0.009823641535
407	0.009820430801
408	0.009813178537
409	0.009808728477
410	0.009805150722
411	0.009799926653
412	0.009798086835
413	0.009793246096
414	0.009788553841
415	0.009782233501
416	0.009775690399
417	0.009774269236
418	0.009769207191
419	0.009765958577
420	0.00975937882
421	0.009755572859
422	0.009749095767
423	0.009746403582
424	0.009740929282
425	0.009736634326
426	0.009731143201
427	0.009725511102
428	0.009723211213
429	0.009717835728
430	0.009710930602
431	0.009704955931
432	0.00970180333
433	0.009696585586
434	0.009693158644
435	0.009686623534
436	0.009680149
437	0.009678674827
438	0.009675209506
439	0.009671838474
440	0.009668805265
441	0.009665588581
442	0.009658008233
443	0.00965284645
444	0.009646331237
445	0.00964007013
446	0.009635707744
447	0.00963088859
448	0.009628814212
449	0.009627062794
450	0.009622455653
451	0.009616821498
452	0.009614986977
453	0.00960906868
454	0.009606015876
455	0.00960074903
456	0.009593270823
457	0.009588382333
458	0.009582341114
459	0.009578277488
460	0.009568817638
461	0.009565973964
462	0.009560878876
463	0.009555163224
464	0.009550776695
465	0.009544916195
466	0.009541365345
467	0.009538371779
468	0.009533543658
469	0.009527403707
470	0.009523684981
471	0.009518372196
472	0.009511687502
473	0.009506854547
474	0.009502992685
475	0.009496103964
476	0.009492321255
477	0.009489943296
478	0.00948463475
479	0.009480223088
480	0.009474658124
481	0.009470100681
482	0.009464283961
483	0.009460697639
484	0.009454113021
485	0.009448975815
486	0.009442396676
487	0.00943802148
488	0.00943280035
489	0.009429738473
490	0.009424364071
491	0.0094207004
492	0.009413672773
493	0.009410412178
494	0.00940769862
495	0.00940494119
496	0.009401916994
497	0.009397027604
498	0.009390495851
499	0.009387321787
500	0.009383795125
501	0.009381565835
502	0.009377501476
503	0.009374114666
504	0.009370752505
505	0.009366226232
506	0.009363363707
507	0.009359102774
508	0.009357236457
509	0.009353863133
510	0.009352057618
511	0.00934915778
512	0.009347395683
513	0.0093456093
514	0.009339431378
515	0.009333301719
516	0.009325134205
517	0.009322885976
518	0.009315879122
519	0.009310759467
520	0.009306306605
521	0.009304290831
522	0.009299760429
523	0.00929414008
524	0.00928829605
525	0.009284132962
526	0.009280744094
527	0.009279583425
528	0.009274754838
529	0.009271686423
530	0.009268295124
531	0.009263089025
532	0.009259884006
533	0.009255912006
534	0.00925311645
535	0.00924866737
536	0.009244581931
537	0.00924219677
538	0.00924074239
539	0.009236757805
540	0.009233729764
541	0.009232640685
542	0.009230352002
543	0.009226285853
544	0.009220719975
545	0.009214583524
546	0.009211191274
547	0.009205781058
548	0.009204055914
549	0.00920009496
550	0.009195773766
551	0.009191556372
552	0.009189486184
553	0.00918693578
554	0.00918464999
555	0.009179208118
556	0.009178306993
557	0.009175476318
558	0.009171742063
559	0.009169507482
560	0.009166176683
561	0.009161720203
562	0.009157065922
563	0.00915362288
564	0.009150109795
565	0.009146111152
566	0.009143264543
567	0.009139155553
568	0.009136911284
569	0.009132973794
570	0.009130379419
571	0.00912877452
572	0.009124788744
573	0.009122036859
574	0.009117676795
575	0.009115231645
576	0.009113248188
577	0.00911137387
578	0.009109184786
579	0.009106063989
580	0.009102822192
581	0.00909980475
582	0.009096990365
583	0.00909210832
584	0.009087692711
585	0.00908254584
586	0.009079347111
587	0.009078185115
588	0.00907450848
589	0.009070790636
590	0.009068020159
591	0.009064117521
592	0.00905941483
593	0.009058041205
594	0.00905619265
595	0.009055149739
596	0.00905218057
597	0.009049369753
598	0.009046723253
599	0.009045201102
600	0.009044094962
601	0.009039994426
602	0.009037084499
603	0.009035874235
604	0.009033807886
605	0.009029388204
606	0.009026059275
607	0.009021723786
608	0.009016728433
609	0.009014786061
610	0.009012261585
611	0.009011361108
612	0.009010455495
613	0.009007958393
614	0.009004169462
615	0.008998473921
616	0.00899461837
617	0.008990521888
618	0.008988235619
619	0.00898518478
620	0.008980167562
621	0.00897663434
622	0.008973457696
623	0.008972747677
624	0.008969964419
625	0.008966673111
626	0.008965611401
627	0.008961819313
628	0.008958148217
629	0.00895495758
630	0.008952320294
631	0.00894801104
632	0.008945394736
633	0.008942491384
634	0.00893985024
635	0.008937796326
636	0.008935495989
637	0.008930857929
638	0.008927813728
639	0.008925130786
640	0.008922699158
641	0.008920934513
642	0.008918470511
643	0.008915792981
644	0.008912588843
645	0.008911127198
646	0.008906378375
647	0.008903110674
648	0.008901109615
649	0.008896634478
650	0.008891333098
651	0.008887392575
652	0.008882079329
653	0.008876416753
654	0.008875094486
655	0.008872367544
656	0.00886837727
657	0.008863933307
658	0.008860644431
659	0.00885836515
660	0.008856740112
661	0.008853035072
662	0.008848108564
663	0.008845640789
664	0.008842665874
665	0.008839833115
666	0.008837025972
667	0.008832927513
668	0.008830351313
669	0.008825854132
670	0.008824989428
671	0.008822559033
672	0.008820057973
673	0.008817529311
674	0.008814758844
675	0.008811325193
676	0.008808735134
677	0.008806372464
678	0.008803740402
679	0.008802190614
680	0.008799959091
681	0.008798691824
682	0.008797527087
683	0.008796014144
684	0.008794194934
685	0.008790913629
686	0.008787282173
687	0.008784389627
688	0.008782970049
689	0.008781638478
690	0.008779860864
691	0.008778097919
692	0.008775279465
693	0.008772542733
694	0.00876935572
695	0.008766028408
696	0.008763894244
697	0.00876095388
698	0.008758240495
699	0.008755368346
700	0.008754050177
701	0.008751761328
702	0.008748594896
703	0.008747627933
704	0.008743573588
705	0.008741915903
706	0.008740337539
707	0.008738382198
708	0.008735375628
709	0.008731564393
710	0.00872927769
711	0.008727166235
712	0.008724590185
713	0.008720353145
714	0.008717841347
715	0.008715357254
716	0.008711701114
717	0.008707449186
718	0.008704244685
719	0.008702083087
720	0.008700048799
721	0.008698787828
722	0.008694450431
723	0.0086917962
724	0.008687799432
725	0.008684919488
726	0.008683029701
727	0.008681790771
728	0.008678659554
729	0.008675656992
730	0.008671529461
731	0.008668731807
732	0.00866472809
733	0.008663624121
734	0.008660706753
735	0.008658254492
736	0.008655908499
737	0.008652910717
738	0.008650189047
739	0.008648642533
740	0.00864639258
741	0.008643119072
742	0.008640324082
743	0.008637931092
744	0.008635269719
745	0.008634096913
746	0.008632707174
747	0.008631439269
748	0.00862969224
749	0.00862702029
750	0.008625096315
751	0.008623809894
752	0.008622506075
753	0.008618073223
754	0.008614668561
755	0.008611471147
756	0.008608801802
757	0.008606068
758	0.008604559413
759	0.008600538004
760	0.008598154637
761	0.008596263101
762	0.008594477613
763	0.008592536397
764	0.008590646021
765	0.0085876561
766	0.008584114578
767	0.008580706991
768	0.008576741092
769	0.008572880932
770	0.008568465469
771	0.008567233573
772	0.008564426925
773	0.008560747354
774	0.008558358719
775	0.008555814007
776	0.008553127695
777	0.008551126061
778	0.008549864905
779	0.008545060145
780	0.008541118038
781	0.008536491118
782	0.008533965617
783	0.008531114957
784	0.008528247541
785	0.008525730084
786	0.008524399716
787	0.008522472264
788	0.008519311711
789	0.008517668026
790	0.008515980091
791	0.008513968086
792	0.008511090459
793	0.008508523383
794	0.008505641434
795	0.008502228558
796	0.008498888968
797	0.008495948933
798	0.008493325678
799	0.008489544983
800	0.008486521522
801	0.008483823138
802	0.008481631752
803	0.008478924574
804	0.008475512528
805	0.008472077488
806	0.008469222137
807	0.008466668321
808	0.008464892472
809	0.008461991279
810	0.008458649743
811	0.008456694762
812	0.008454984184
813	0.008453211324
814	0.008450354135
815	0.008447818968
816	0.008445705946
817	0.008443418631
818	0.008441764152
819	0.008438688578
820	0.008437350038
821	0.008434913762
822	0.008431951753
823	0.00842993296
824	0.008428146586
825	0.008426739665
826	0.008424706091
827	0.008422510133
828	0.008421256806
829	0.00842020379
830	0.008419299936
831	0.00841810048
832	0.00841671851
833	0.008414888382
834	0.008410142715
835	0.00840867586
836	0.008407501278
837	0.008405729044
838	0.008402727129
839	0.0084000476
840	0.008397266446
841	0.008393805878
842	0.008390875359
843	0.008388169795
844	0.008386457951
845	0.008384282836
846	0.008383280928
847	0.008378592328
848	0.008376587466
849	0.008374368407
850	0.00837240108
851	0.008370412956
852	0.008367722186
853	0.008365268864
854	0.008363027215
855	0.008359579776
856	0.008356674403
857	0.008355608808
858	0.008353569544
859	0.008351472133
860	0.008348847724
861	0.008346175322
862	0.008344103626
863	0.008342157666
864	0.008339287847
865	0.008337161945
866	0.008336230733
867	0.008333948418
868	0.00833233905
869	0.008328866029
870	0.008325929739
871	0.008324090341
872	0.008321871293
873	0.008319092119
874	0.008316332099
875	0.008314796056
876	0.008312092775
877	0.008310403639
878	0.008307819796
879	0.00830675101
880	0.00830466238
881	0.008303063346
882	0.008298613374
883	0.008297028339
884	0.008296055692
885	0.008295296346
886	0.008294413765
887	0.008291967226
888	0.00828955895
889	0.008286949238
890	0.008285776742
891	0.008283875584
892	0.008281215352
893	0.008279070488
894	0.008277315283
895	0.008276021199
896	0.008273786357
897	0.008272142825
898	0.008270345499
899	0.008267906414
900	0.008266252744
901	0.008262577809
902	0.008260522691
903	0.008258279704
904	0.008255978506
905	0.008254535004
906	0.008252095308
907	0.00824916382
908	0.008246235943
909	0.008244602832
910	0.008243199926
911	0.008242122927
912	0.008240116138
913	0.008237535307
914	0.008234573398
915	0.008233247357
916	0.008231755917
917	0.008230192432
918	0.008226869125
919	0.00822327245
920	0.008219361429
921	0.008217193804
922	0.008213725388
923	0.008212884775
924	0.008211594364
925	0.008209763025
926	0.008206199196
927	0.00820412573
928	0.0082008563
929	0.008198981058
930	0.008197304005
931	0.008194296909
932	0.00819028217
933	0.008188787466
934	0.008186399551
935	0.008184543694
936	0.008182891843
937	0.00818092775
938	0.008175860263
939	0.008174212241
940	0.008171829963
941	0.008168659803
942	0.008165092242
943	0.008163094456
944	0.008161530631
945	0.008157844437
946	0.008153967848
947	0.00815035992
948	0.008148491375
949	0.008147292937
950	0.008144570018
951	0.008143315028
952	0.008142462422
953	0.008138805139
954	0.008137399001
955	0.008136049534
956	0.008133758048
957	0.008132477121
958	0.008129359645
959	0.008128166918
960	0.008126786327
961	0.008122810541
962	0.008119911228
963	0.008117652559
964	0.008115681202
965	0.008113710562
966	0.008111125852
967	0.008109942749
968	0.008107516543
969	0.008105145438
970	0.008102534552
971	0.00810020312
972	0.008098528793
973	0.008096132755
974	0.008092802891
975	0.008090133784
976	0.00808840166
977	0.00808749912
978	0.008085013758
979	0.008082190756
980	0.008080065241
981	0.00807791034
982	0.008074866497
983	0.008072176214
984	0.008069305498
985	0.008066511684
986	0.008063986597
987	0.008060945325
988	0.008058122025
989	0.008056137862
990	0.008053283343
991	0.008050232881
992	0.008047619034
993	0.008045863052
994	0.008043376065
995	0.008042271481
996	0.008039332991
997	0.008037424924
998	0.008035381606
999	0.008033224323
1000	0.008031991149
1001	0.008030713385
1002	0.008030085855
1003	0.008028067445
1004	0.008026305735
1005	0.008023861948
1006	0.008022444815
1007	0.008019360451
1008	0.008016976889
1009	0.008015097313
1010	0.008013373862
1011	0.008011511655
1012	0.008009499967
1013	0.008006007012
1014	0.008003335556
1015	0.008001592053
1016	0.008000037208
1017	0.007997459662
1018	0.00799642728
1019	0.00799440066
1020	0.007991353121
1021	0.007990331299
1022	0.007988739356
1023	0.007987198239
1024	0.007986011949
1025	0.007982187513
1026	0.007980286734
1027	0.007977106153
1028	0.007974971126
1029	0.00797330392
1030	0.007972186802
1031	0.007969575484
1032	0.007966791296
1033	0.007965219124
1034	0.007962433172
1035	0.007959618762
1036	0.007957434526
1037	0.007955372046
1038	0.007953855308
1039	0.007952151155
1040	0.00794954645
1041	0.007948963282
1042	0.007947089331
1043	0.007944644409
1044	0.007943155484
1045	0.007942012564
1046	0.007939550228
1047	0.00793674381
1048	0.007935828966
1049	0.007934999125
1050	0.007933575768
1051	0.007931037923
1052	0.007929485078
1053	0.007928232906
1054	0.007926432428
1055	0.007923873222
1056	0.007922789985
1057	0.007920287604
1058	0.007918239472
1059	0.007916506397
1060	0.007915225831
1061	0.007913953251
1062	0.007912732047
1063	0.007910666008
1064	0.007909296164
1065	0.007908553083
1066	0.007905433941
1067	0.007904170619
1068	0.007902318633
1069	0.007899965858
1070	0.00789817017
1071	0.007896994954
1072	0.00789354863
1073	0.007892844502
1074	0.007891442444
1075	0.007888808622
1076	0.007887255821
1077	0.007886275582
1078	0.007884531727
1079	0.00788205409
1080	0.007878631732
1081	0.007877429562
1082	0.007875411025
1083	0.007874798206
1084	0.00787384323
1085	0.00787184483
1086	0.00787014464
1087	0.007868450502
1088	0.007866616272
1089	0.007864627661
1090	0.007863438871
1091	0.007862022558
1092	0.007860659629
