Fecha Transaccion,Lote Completo,Tipo de Granjero,Formula  ,Nombre Formula                   ,Neto Relativo,Costo      ,Base de precios unitarios,Transaccion,Nombre Tipo Alimento
2/1/2026         ,STO5006-2601 ,PCA             ,T110N1B0 ,Engorde 0      Gra Re CQ         ,11470.00     ,6836.12    ,0.59600000               ,Despacho   ,Engorde 0           
2/1/2026         ,STO5006-2601 ,PCA             ,T110N1B0 ,Engorde 0      Gra Re CQ         ,12110.00     ,7217.56    ,0.59600000               ,Despacho   ,Engorde 0           
2/1/2026         ,STO5006-2601 ,PCA             ,T110N1BA ,Engorde 0      Gra Re CQ 45Kg    ,5400.00      ,3218.40    ,0.59600000               ,Despacho   ,Engorde 0           
2/1/2026         ,BUC1010-2601A,Granja Propia   ,T113OAA0 ,Engorde 3 Peletizado Ensayo      ,18080.00     ,9942.20    ,0.54990044               ,Despacho   ,Engorde 3           
2/1/2026         ,BUC3048-2601 ,PCA             ,T112R1I0 ,Engorde 2     Mig Re CD          ,16480.00     ,9492.48    ,0.57600000               ,Despacho   ,Engorde 2           
2/1/2026         ,BUC3048-2601A,PCA             ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,20550.00     ,12884.85   ,0.62700000               ,Despacho   ,Engorde 2           
2/1/2026         ,BUC3048-2601A,PCA             ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,15020.00     ,9417.54    ,0.62700000               ,Despacho   ,Engorde 2           
2/1/2026         ,BUC3048-2601A,PCA             ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,21160.00     ,13267.32   ,0.62700000               ,Despacho   ,Engorde 2           
2/1/2026         ,BUC1006-2601 ,Granja Propia   ,T110N1I0 ,Engorde 0      Gra Re CD         ,-17423.00    ,0.00       ,0.00000000               ,Credito    ,Engorde 0           
2/1/2026         ,BUC1006-2601 ,Granja Propia   ,T110N1I0 ,Engorde 0      Gra Re CD         ,18570.00     ,10001.80   ,0.53859990               ,Despacho   ,Engorde 0           
2/1/2026         ,BUC1006-2601A,Granja Propia   ,T110N1I0 ,Engorde 0      Gra Re CD         ,17423.00     ,0.00       ,0.00000000               ,Debito     ,Engorde 0           
2/1/2026         ,BUC3003-2506A,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,-6451.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/1/2026         ,BUC3003-2506 ,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,6451.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/1/2026         ,BUC1010-2601 ,Granja Propia   ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,2285.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 2           
2/1/2026         ,STO5035-2506 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,10840.00     ,7544.64    ,0.69600000               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1010-2601 ,Granja Propia   ,T113R1I0 ,Engorde 3          Pel Re CD     ,22460.00     ,11414.19   ,0.50820068               ,Despacho   ,Engorde 3           
2/1/2026         ,BUC1010-2601 ,Granja Propia   ,T113R1I0 ,Engorde 3          Pel Re CD     ,20750.00     ,10545.16   ,0.50820068               ,Despacho   ,Engorde 3           
2/1/2026         ,BUC1010-2601 ,Granja Propia   ,T113R1I0 ,Engorde 3          Pel Re CD     ,20510.00     ,10423.20   ,0.50820068               ,Despacho   ,Engorde 3           
2/1/2026         ,BUC1010-2601 ,Granja Propia   ,T113OAA0 ,Engorde 3 Peletizado Ensayo      ,3287.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 3           
2/1/2026         ,BUC1010-2601A,Granja Propia   ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,-2285.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 2           
2/1/2026         ,BUC1010-2601A,Granja Propia   ,T114OAA0 ,Engorde 4 Peletizado Ensayo      ,18140.00     ,9520.72    ,0.52484651               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1010-2601A,Granja Propia   ,T113OAA0 ,Engorde 3 Peletizado Ensayo      ,-3287.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 3           
2/1/2026         ,STO5042-2601 ,PCA             ,T113R1N0 ,Engorde 3          Pel Re CQ     ,14660.00     ,8737.36    ,0.59600000               ,Despacho   ,Engorde 3           
2/1/2026         ,STO5040-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,18280.00     ,12722.88   ,0.69600000               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1012-2506 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,-16852.00    ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/1/2026         ,BUC1012-2506 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,16860.00     ,8205.76    ,0.48669991               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1012-2506 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,17830.00     ,8677.86    ,0.48669991               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1012-2506A,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,16852.00     ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/1/2026         ,BUC1012-2506 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,22120.00     ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/1/2026         ,STO5040-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,18050.00     ,12562.80   ,0.69600000               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1007-2601 ,Granja Propia   ,T112R1I0 ,Engorde 2     Mig Re CD          ,21240.00     ,11012.94   ,0.51849983               ,Despacho   ,Engorde 2           
2/1/2026         ,STO5040-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,15160.00     ,10551.36   ,0.69600000               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1007-2601 ,Granja Propia   ,T112R1I0 ,Engorde 2     Mig Re CD          ,23040.00     ,11946.24   ,0.51849983               ,Despacho   ,Engorde 2           
2/1/2026         ,BUC1007-2601 ,Granja Propia   ,T112R1I0 ,Engorde 2     Mig Re CD          ,22000.00     ,11407.00   ,0.51849983               ,Despacho   ,Engorde 2           
2/1/2026         ,BUC3020-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,20160.00     ,13608.00   ,0.67500000               ,Despacho   ,Engorde 1           
2/1/2026         ,STO2003-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,20160.00     ,10520.17   ,0.52183380               ,Despacho   ,Engorde 1           
2/1/2026         ,STO5020-2506 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,12880.00     ,8694.00    ,0.67500000               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC3040-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,-1924.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 1           
2/1/2026         ,BUC3040-2601A,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,1924.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 1           
2/1/2026         ,BUC3040-2601A,PCA             ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,14500.00     ,8642.00    ,0.59600000               ,Despacho   ,Engorde 2           
2/1/2026         ,STO2005-2601 ,Granja Propia   ,T112R1N0 ,Engorde 2 peletizado             ,14160.00     ,7079.61    ,0.49997268               ,Despacho   ,Engorde 2           
2/1/2026         ,STO2005-2601 ,Granja Propia   ,T112R1I0 ,Engorde 2     Mig Re CD          ,22210.00     ,11463.50   ,0.51614156               ,Despacho   ,Engorde 2           
2/1/2026         ,STO2005-2601 ,Granja Propia   ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,14100.00     ,7267.32    ,0.51541241               ,Despacho   ,Engorde 4           
2/1/2026         ,STO2005-2601 ,Granja Propia   ,T112R1I0 ,Engorde 2     Mig Re CD          ,20300.00     ,10477.67   ,0.51614156               ,Despacho   ,Engorde 2           
2/1/2026         ,BUC1005-2601 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,21690.00     ,10708.46   ,0.49370491               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1005-2601 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,-22120.00    ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/1/2026         ,BUC1005-2601 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,21130.00     ,10431.98   ,0.49370491               ,Despacho   ,Engorde 4           
2/1/2026         ,BUC1005-2601 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,22120.00     ,10920.75   ,0.49370491               ,Despacho   ,Engorde 4           
2/1/2026         ,STO5023-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,15020.00     ,10453.92   ,0.69600000               ,Despacho   ,Engorde 4           
2/1/2026         ,STO5023-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,15010.00     ,10446.96   ,0.69600000               ,Despacho   ,Engorde 4           
2/1/2026         ,STO5064-2601 ,PCA             ,T110N1B0 ,Engorde 0      Gra Re CQ         ,15010.00     ,8945.96    ,0.59600000               ,Despacho   ,Engorde 0           
2/1/2026         ,BUC3051-2601 ,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,15100.00     ,8697.60    ,0.57600000               ,Despacho   ,Engorde 3           
2/1/2026         ,BUC3051-2601 ,PCA             ,T114R1I0 ,Engorde 4          Pel Re CD     ,21580.00     ,12430.08   ,0.57600000               ,Despacho   ,Engorde 4           
2/1/2026         ,STO5028-2601 ,PCA             ,T111P1N0 ,Engorde 1      Mig Re CQ         ,13660.00     ,8141.36    ,0.59600000               ,Despacho   ,Engorde 1           
2/1/2026         ,STO5028-2601 ,PCA             ,T111P1N0 ,Engorde 1      Mig Re CQ         ,3004.00      ,1790.38    ,0.59600000               ,Despacho   ,Engorde 1           
2/1/2026         ,STO5028-2601 ,PCA             ,T111P1N0 ,Engorde 1      Mig Re CQ         ,12016.00     ,7161.54    ,0.59600000               ,Despacho   ,Engorde 1           
2/1/2026         ,STO5046-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,20440.00     ,13797.00   ,0.67500000               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3048-2601A,PCA             ,T113R1IW0,ENGORDE 3 PEL RE ESP BD GRANEL   ,18460.00     ,11574.42   ,0.62700000               ,Despacho   ,Engorde 3           
2/2/2026         ,BUC3048-2601 ,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,23770.00     ,13691.52   ,0.57600000               ,Despacho   ,Engorde 3           
2/2/2026         ,STO5027-2601 ,PCA             ,T111P1N0 ,Engorde 1      Mig Re CQ         ,12392.00     ,7385.63    ,0.59600000               ,Despacho   ,Engorde 1           
2/2/2026         ,STO5027-2601 ,PCA             ,T111P1N0 ,Engorde 1      Mig Re CQ         ,3098.00      ,1846.41    ,0.59600000               ,Despacho   ,Engorde 1           
2/2/2026         ,STO5069-2601 ,PCA             ,T112R1N0 ,Engorde 2 peletizado             ,13450.00     ,9078.75    ,0.67500000               ,Despacho   ,Engorde 2           
2/2/2026         ,STO5069-2601 ,PCA             ,T114R1NW ,ENG. 4 PEL.RE.ESP.CQ 45KG        ,11250.00     ,7447.50    ,0.66200000               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3003-2506A,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,18260.00     ,10882.96   ,0.59600000               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3011-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,20840.00     ,14358.76   ,0.68900000               ,Despacho   ,Engorde 1           
2/2/2026         ,STO5040-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,15230.00     ,10600.08   ,0.69600000               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC1002-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,14630.00     ,7645.33    ,0.52257903               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1007-2601 ,Granja Propia   ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,5644.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 2           
2/2/2026         ,BUC1007-2601A,Granja Propia   ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,23670.00     ,13051.64   ,0.55139996               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC1007-2601A,Granja Propia   ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,-5644.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 2           
2/2/2026         ,BUC1002-2601A,Granja Propia   ,T111R1IW0,ENGORDE 1 PEL REL ESP CDGRANEL   ,13730.00     ,7589.95    ,0.55280049               ,Despacho   ,Engorde 1           
2/2/2026         ,STO5012-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,20090.00     ,11551.75   ,0.57500000               ,Despacho   ,Engorde 1           
2/2/2026         ,STO5010-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,14780.00     ,10183.42   ,0.68900000               ,Despacho   ,Engorde 4           
2/2/2026         ,STO2003-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,19970.00     ,10421.02   ,0.52183380               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1007-2601 ,Granja Propia   ,T112R1I0 ,Engorde 2     Mig Re CD          ,22090.00     ,11453.66   ,0.51849983               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC3031-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,21020.00     ,14482.78   ,0.68900000               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC3031-2601A,PCA             ,T111R1IW0,ENGORDE 1 PEL REL ESP CDGRANEL   ,24410.00     ,16818.49   ,0.68900000               ,Despacho   ,Engorde 1           
2/2/2026         ,STO5053-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,14100.00     ,9517.50    ,0.67500000               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3040-2601 ,PCA             ,T112R1I0 ,Engorde 2     Mig Re CD          ,21930.00     ,12631.68   ,0.57600000               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC3040-2601 ,PCA             ,T112R1I0 ,Engorde 2     Mig Re CD          ,22450.00     ,12931.20   ,0.57600000               ,Despacho   ,Engorde 2           
2/2/2026         ,STO2001-2507 ,Granja Propia   ,T114R1NW ,ENG. 4 PEL.RE.ESP.CQ 45KG        ,6750.00      ,3633.56    ,0.53830519               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3040-2601 ,PCA             ,T112R1I0 ,Engorde 2     Mig Re CD          ,21800.00     ,12556.80   ,0.57600000               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC1001-2601 ,Granja Propia   ,T112RDIB ,ENGORDE 2 PEL ENS D CD 40KG      ,880.00       ,493.07     ,0.56030682               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC1001-2601 ,Granja Propia   ,T111PDIB ,ENGORDE 1 MIG D CD 40KG          ,600.00       ,339.84     ,0.56640000               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1001-2601 ,Granja Propia   ,T111PCIB ,ENGORDE 1 MIG ENS C CD 40KG      ,600.00       ,323.16     ,0.53860000               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1001-2601A,Granja Propia   ,T111R1IW0,ENGORDE 1 PEL REL ESP CDGRANEL   ,18420.00     ,10190.62   ,0.55323660               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1001-2601A,Granja Propia   ,T112R7IBW,ENG 2 PEL PIG INT CO CD 40KG     ,880.00       ,484.80     ,0.55090909               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC1001-2601 ,Granja Propia   ,T112RCIB ,ENGORDE 2 PEL ENS C CD 40KG      ,880.00       ,465.79     ,0.52930682               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC1001-2601 ,Granja Propia   ,T112REIB ,ENGORDE 2 PEL ENS E CD 40KG      ,800.00       ,427.92     ,0.53490000               ,Despacho   ,Engorde 2           
2/2/2026         ,BUC1001-2601A,Granja Propia   ,T111P7IBW,ENG 1 MIG PIG INT CO CD 40KG     ,600.00       ,332.22     ,0.55370000               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1001-2601A,Granja Propia   ,T112R1IWB,ENGORDE 2 PEL RE ESP BD 40KG     ,880.00       ,491.13     ,0.55810227               ,Despacho   ,Engorde 2           
2/2/2026         ,STO2005-2601 ,Granja Propia   ,T114R1I0K,ENGOR 4 PEL PLUS CD GRANEL       ,7130.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/2/2026         ,BUC1001-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,20820.00     ,10853.23   ,0.52128875               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1001-2601 ,Granja Propia   ,T111PEIB ,ENGORDE 1 MIG E CD 40KG          ,600.00       ,324.12     ,0.54020000               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC1005-2601A,Granja Propia   ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,21270.00     ,11458.86   ,0.53873343               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC1005-2601A,Granja Propia   ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,21980.00     ,11841.36   ,0.53873343               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC1005-2601A,Granja Propia   ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,18040.00     ,9718.75    ,0.53873343               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC1005-2601 ,Granja Propia   ,T114R1I0 ,Engorde 4          Pel Re CD     ,22280.00     ,10999.75   ,0.49370491               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3051-2601 ,PCA             ,T114R1I0 ,Engorde 4          Pel Re CD     ,24840.00     ,14307.84   ,0.57600000               ,Despacho   ,Engorde 4           
2/2/2026         ,STO5028-2601 ,PCA             ,T111P1N0 ,Engorde 1      Mig Re CQ         ,15410.00     ,9184.36    ,0.59600000               ,Despacho   ,Engorde 1           
2/2/2026         ,STO5028-2601 ,PCA             ,T111P1N0 ,Engorde 1      Mig Re CQ         ,14950.00     ,8910.20    ,0.59600000               ,Despacho   ,Engorde 1           
2/2/2026         ,BUC3051-2601A,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,24690.00     ,17011.41   ,0.68900000               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3027-2506 ,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,1190.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/2/2026         ,BUC3027-2506A,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,17740.00     ,10555.30   ,0.59500000               ,Despacho   ,Engorde 4           
2/2/2026         ,BUC3027-2506A,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,-1190.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/2/2026         ,BUC3008-2506 ,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,7970.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/2/2026         ,BUC1008-2601 ,Granja Propia   ,T112R1I0 ,Engorde 2     Mig Re CD          ,22720.00     ,11675.43   ,0.51388351               ,Despacho   ,Engorde 2           
2/2/2026         ,STO5046-2601 ,PCA             ,T114R1I0K,ENGOR 4 PEL PLUS CD GRANEL       ,25420.00     ,14362.30   ,0.56500000               ,Despacho   ,Engorde 4           
2/2/2026         ,STO5046-2601 ,PCA             ,T114R1I0K,ENGOR 4 PEL PLUS CD GRANEL       ,-7130.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/2/2026         ,BUC3035-2506A,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,-7970.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/2/2026         ,BUC1008-2601A,Granja Propia   ,T112R1IW0,ENGORDE 2 PEL RE ESP BD GRANEL   ,25370.00     ,13920.22   ,0.54868804               ,Despacho   ,Engorde 2           
2/3/2026         ,BUC1010-2601A,Granja Propia   ,T114OAA0 ,Engorde 4 Peletizado Ensayo      ,-6027.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/3/2026         ,BUC3048-2601 ,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,-6000.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 3           
2/3/2026         ,BUC3048-2601 ,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,23350.00     ,13449.60   ,0.57600000               ,Despacho   ,Engorde 3           
2/3/2026         ,BUC3048-2601 ,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,24540.00     ,14135.04   ,0.57600000               ,Despacho   ,Engorde 3           
2/3/2026         ,BUC1006-2601 ,Granja Propia   ,T110N1I0 ,Engorde 0      Gra Re CD         ,20070.00     ,10809.70   ,0.53859990               ,Despacho   ,Engorde 0           
2/3/2026         ,BUC3003-2506A,PCA             ,T114R1IW0,ENGORDE 4 PEL RE ESP BD GRANEL   ,12340.00     ,7354.64    ,0.59600000               ,Despacho   ,Engorde 4           
2/3/2026         ,BUC3003-2506 ,PCA             ,T114R1I0 ,Engorde 4          Pel Re CD     ,600.00       ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/3/2026         ,STO5035-2506 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,-1884.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/3/2026         ,STO5035-2506 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,-2700.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 4           
2/3/2026         ,BUC1010-2601A,Granja Propia   ,T114OAA0 ,Engorde 4 Peletizado Ensayo      ,24110.00     ,12654.05   ,0.52484651               ,Despacho   ,Engorde 4           
2/3/2026         ,BUC1010-2601 ,Granja Propia   ,T113R1I0 ,Engorde 3          Pel Re CD     ,19970.00     ,10148.77   ,0.50820068               ,Despacho   ,Engorde 3           
2/3/2026         ,STO5042-2601 ,PCA             ,T113R1N0 ,Engorde 3          Pel Re CQ     ,14460.00     ,8618.16    ,0.59600000               ,Despacho   ,Engorde 3           
2/3/2026         ,BUC3048-2601A,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,6000.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 3           
2/3/2026         ,BUC3048-2601A,PCA             ,T113R1IW0,ENGORDE 3 PEL RE ESP BD GRANEL   ,18220.00     ,11423.94   ,0.62700000               ,Despacho   ,Engorde 3           
2/3/2026         ,BUC3048-2601 ,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,24010.00     ,13829.76   ,0.57600000               ,Despacho   ,Engorde 3           
2/3/2026         ,BUC3048-2601 ,PCA             ,T113R1I0 ,Engorde 3          Pel Re CD     ,24030.00     ,13841.28   ,0.57600000               ,Despacho   ,Engorde 3           
2/3/2026         ,BUC3011-2601A,PCA             ,T111R1IW0,ENGORDE 1 PEL REL ESP CDGRANEL   ,15400.00     ,10610.60   ,0.68900000               ,Despacho   ,Engorde 1           
2/3/2026         ,STO5042-2601 ,PCA             ,T113R1N0 ,Engorde 3          Pel Re CQ     ,15030.00     ,8957.88    ,0.59600000               ,Despacho   ,Engorde 3           
2/3/2026         ,STO5042-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,1884.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/3/2026         ,STO5003-2601 ,PCA             ,T112R1N0 ,Engorde 2 peletizado             ,17720.00     ,10561.12   ,0.59600000               ,Despacho   ,Engorde 2           
2/3/2026         ,BUC1012-2506 ,Granja Propia   ,T114OAA0 ,Engorde 4 Peletizado Ensayo      ,6027.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 4           
2/3/2026         ,STO5040-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,14940.00     ,10398.24   ,0.69600000               ,Despacho   ,Engorde 4           
2/3/2026         ,STO5040-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,15050.00     ,10474.80   ,0.69600000               ,Despacho   ,Engorde 4           
2/3/2026         ,BUC1002-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,15140.00     ,7911.85    ,0.52257903               ,Despacho   ,Engorde 1           
2/3/2026         ,BUC1002-2601A,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,4500.00      ,0.00       ,0.00000000               ,Debito     ,Engorde 1           
2/3/2026         ,STO5040-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,18030.00     ,12548.88   ,0.69600000               ,Despacho   ,Engorde 4           
2/3/2026         ,BUC1002-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,-4500.00     ,0.00       ,0.00000000               ,Credito    ,Engorde 1           
2/3/2026         ,BUC3009-2601 ,PCA             ,T110N1I0 ,Engorde 0      Gra Re CD         ,15220.00     ,9071.12    ,0.59600000               ,Despacho   ,Engorde 0           
2/3/2026         ,BUC3009-2601 ,PCA             ,T110N1I0 ,Engorde 0      Gra Re CD         ,20250.00     ,12069.00   ,0.59600000               ,Despacho   ,Engorde 0           
2/3/2026         ,BUC3009-2601 ,PCA             ,T110N1I0 ,Engorde 0      Gra Re CD         ,15360.00     ,9154.56    ,0.59600000               ,Despacho   ,Engorde 0           
2/3/2026         ,BUC3009-2601A,PCA             ,T110N1I0 ,Engorde 0      Gra Re CD         ,12176.00     ,0.00       ,0.00000000               ,Debito     ,Engorde 0           
2/3/2026         ,STO5010-2601 ,PCA             ,T114R1N0W,Engorde 4      PEL RE ESP CQ.    ,15140.00     ,10431.46   ,0.68900000               ,Despacho   ,Engorde 4           
2/3/2026         ,STO2003-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,20890.00     ,10901.11   ,0.52183380               ,Despacho   ,Engorde 1           
2/3/2026         ,BUC3009-2601 ,PCA             ,T110N1I0 ,Engorde 0      Gra Re CD         ,-12176.00    ,0.00       ,0.00000000               ,Credito    ,Engorde 0           
2/3/2026         ,BUC3026-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,15340.00     ,10569.26   ,0.68900000               ,Despacho   ,Engorde 1           
2/3/2026         ,STO2003-2601 ,Granja Propia   ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,20120.00     ,10499.30   ,0.52183380               ,Despacho   ,Engorde 1           
2/3/2026         ,STO5012-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,21980.00     ,12638.50   ,0.57500000               ,Despacho   ,Engorde 1           
2/3/2026         ,BUC3026-2601 ,PCA             ,T111R1I0 ,ENGORDE 1 PEL REL CD GRANEL      ,13350.00     ,9198.15    ,0.68900000               ,Despacho   ,Engorde 1           
