Cierre de campaña,Fecha recepción,Lote Complejo   ,Cod Granja,Lote ,Galpón,Raza  ,Estatus  ,Alojamiento Total,Aves Planta,Edad (venta),Limp & Prep,Aves Neto,Kilos Planta,Kilos Neto,Cons Alim Total,Area de Crianza 1,Conv. Real,Ganancia día,Aves/m2,Kg/m2
3/11/2026        ,2/2/2026       ,BUC3036-2601-03 ,BUC3036   ,2601 ,03    ,C500SF,Cerrado  ,35000            ,34281      ,37.00       ,18.0       ,34060    ,97379.33    ,96443.13  ,151730         ,0.00             ,1.57      ,76.53       ,0.00   ,0.00 
3/13/2026        ,2/2/2026       ,BUC3052-2601A-01,BUC3052   ,2601A,01    ,C500SF,Cerrado  ,32500            ,31660      ,39.00       ,19.0       ,31621    ,96560.00    ,95427.19  ,152305         ,0.00             ,1.60      ,77.38       ,0.00   ,0.00 
3/10/2026        ,2/2/2026       ,STO5006-2601-03 ,STO5006   ,2601 ,03    ,C500SF,Cerrado  ,35150            ,33498      ,35.00       ,21.0       ,32720    ,90013.60    ,87730.24  ,131366         ,0.00             ,1.50      ,76.61       ,0.00   ,0.00 
3/10/2026        ,2/2/2026       ,STO5006-2601-01 ,STO5006   ,2601 ,01    ,C500SF,Cerrado  ,34100            ,32496      ,35.00       ,25.0       ,32330    ,82529.32    ,81596.32  ,124525         ,0.00             ,1.53      ,72.11       ,0.00   ,0.00 
3/12/2026        ,2/2/2026       ,STO5044-2601-05 ,STO5044   ,2601 ,05    ,C500SF,Cerrado  ,22000            ,21345      ,37.00       ,25.0       ,21328    ,60284.83    ,59881.13  ,88800          ,0.00             ,1.48      ,75.88       ,0.00   ,0.00 
3/13/2026        ,2/2/2026       ,BUC3036-2601-02 ,BUC3036   ,2601 ,02    ,C500SF,Cerrado  ,39000            ,37601      ,38.00       ,17.0       ,37554    ,112660.00   ,110728.78 ,174612         ,0.00             ,1.58      ,77.59       ,0.00   ,0.00 
3/12/2026        ,2/3/2026       ,BUC1006-2601-11 ,BUC1006   ,2601 ,11    ,C500SF,Cerrado  ,23300            ,22438      ,37.00       ,16.0       ,22364    ,64562.96    ,64333.71  ,98171          ,0.00             ,1.53      ,77.75       ,0.00   ,0.00 
3/15/2026        ,2/3/2026       ,BUC1006-2601-02 ,BUC1006   ,2601 ,02    ,C500SF,Cerrado  ,35500            ,34821      ,40.00       ,21.0       ,34742    ,100331.73   ,100003.79 ,163964         ,0.00             ,1.64      ,71.96       ,0.00   ,0.00 
3/10/2026        ,2/3/2026       ,STO5006-2601-02 ,STO5006   ,2601 ,02    ,C500SF,Cerrado  ,38700            ,37709      ,35.00       ,21.0       ,37635    ,96053.35    ,95714.12  ,142772         ,0.00             ,1.49      ,72.66       ,0.00   ,0.00 
3/10/2026        ,2/3/2026       ,STO5006-2601-04 ,STO5006   ,2601 ,04    ,C500SF,Cerrado  ,33000            ,31272      ,32.00       ,26.0       ,31101    ,70743.73    ,70246.28  ,102802         ,0.00             ,1.46      ,70.58       ,0.00   ,0.00 
3/15/2026        ,2/3/2026       ,STO5064-2601-02 ,STO5064   ,2601 ,02    ,C500SF,Cerrado  ,34100            ,32708      ,35.00       ,25.0       ,32610    ,85677.78    ,84654.96  ,131210         ,0.00             ,1.55      ,74.17       ,0.00   ,0.00 
3/14/2026        ,2/3/2026       ,BUC1006-2601A-01,BUC1006   ,2601A,01    ,C500SF,Cerrado  ,34500            ,33228      ,38.00       ,20.0       ,33170    ,104900.00   ,104681.75 ,164460         ,0.00             ,1.57      ,83.05       ,0.00   ,0.00 
3/11/2026        ,2/3/2026       ,BUC3036-2601-04 ,BUC3036   ,2601 ,04    ,C500SF,Cerrado  ,35000            ,34119      ,36.00       ,19.0       ,34027    ,93060.68    ,92687.52  ,142478         ,0.00             ,1.54      ,75.67       ,0.00   ,0.00 
3/15/2026        ,2/4/2026       ,BUC1006-2601-04 ,BUC1006   ,2601 ,04    ,C500SF,Cerrado  ,35050            ,33936      ,37.00       ,20.0       ,33890    ,97593.30    ,97425.42  ,147183         ,0.00             ,1.51      ,77.70       ,0.00   ,0.00 
3/14/2026        ,2/4/2026       ,BUC1006-2601-03 ,BUC1006   ,2601 ,03    ,C500SF,Cerrado  ,35200            ,33831      ,37.00       ,17.0       ,33646    ,97306.49    ,96820.43  ,154522         ,0.00             ,1.60      ,77.77       ,0.00   ,0.00 
3/16/2026        ,2/4/2026       ,BUC1006-2601-06 ,BUC1006   ,2601 ,06    ,C500SF,Cerrado  ,35200            ,33726      ,40.00       ,19.0       ,33726    ,101211.70   ,101211.70 ,164933         ,0.00             ,1.63      ,75.02       ,0.00   ,0.00 
3/15/2026        ,2/4/2026       ,STO5064-2601-01 ,STO5064   ,2601 ,01    ,C500SF,Cerrado  ,34100            ,33045      ,35.00       ,24.0       ,33000    ,87452.22    ,86681.04  ,127365         ,0.00             ,1.47      ,75.05       ,0.00   ,0.00 
3/16/2026        ,2/4/2026       ,BUC1006-2601A-05,BUC1006   ,2601A,05    ,C500SF,Cerrado  ,35000            ,33551      ,39.00       ,18.0       ,33551    ,101860.00   ,101860.00 ,172079         ,0.00             ,1.69      ,77.85       ,0.00   ,0.00 
3/12/2026        ,2/5/2026       ,STO2004-2601-02 ,STO2004   ,2601 ,02    ,C500SF,Cerrado  ,42000            ,40936      ,34.00       ,17.0       ,40826    ,102085.59   ,101283.60 ,146353         ,0.00             ,1.44      ,72.97       ,0.00   ,0.00 
3/12/2026        ,2/5/2026       ,STO2004-2601-03 ,STO2004   ,2601 ,03    ,C500SF,Cerrado  ,42050            ,40036      ,34.00       ,17.0       ,39840    ,98350.07    ,97457.83  ,141306         ,0.00             ,1.45      ,71.95       ,0.00   ,0.00 
3/13/2026        ,2/5/2026       ,BUC1006-2601-10 ,BUC1006   ,2601 ,10    ,C500SF,Cerrado  ,23100            ,22347      ,36.00       ,19.0       ,22280    ,62217.25    ,61953.27  ,94121          ,0.00             ,1.52      ,77.24       ,0.00   ,0.00 
3/15/2026        ,2/5/2026       ,STO2004-2601-01 ,STO2004   ,2601 ,01    ,C500SF,Cerrado  ,42000            ,40942      ,34.00       ,17.0       ,40834    ,105118.99   ,104834.61 ,157707         ,0.00             ,1.50      ,75.51       ,0.00   ,0.00 
3/18/2026        ,2/6/2026       ,BUC1006-2601-08 ,BUC1006   ,2601 ,08    ,C500SF,Cerrado  ,23000            ,22451      ,38.00       ,18.0       ,22431    ,64387.70    ,64267.30  ,101190         ,0.00             ,1.57      ,75.40       ,0.00   ,0.00 
3/18/2026        ,2/6/2026       ,STO2004-2601-04 ,STO2004   ,2601 ,04    ,C500SF,Cerrado  ,42000            ,39475      ,36.00       ,17.0       ,39227    ,109162.61   ,108353.22 ,159543         ,0.00             ,1.47      ,76.73       ,0.00   ,0.00 
3/17/2026        ,2/6/2026       ,BUC3009-2601A-05,BUC3009   ,2601A,05    ,C500SF,Cerrado  ,21800            ,20880      ,38.00       ,17.0       ,20785    ,64958.00    ,64193.90  ,100415         ,0.00             ,1.56      ,81.28       ,0.00   ,0.00 
3/18/2026        ,2/6/2026       ,BUC1006-2601-09 ,BUC1006   ,2601 ,09    ,C500SF,Cerrado  ,23000            ,22109      ,39.00       ,21.0       ,22094    ,65167.35    ,65120.71  ,105897         ,0.00             ,1.63      ,75.58       ,0.00   ,0.00 
3/19/2026        ,2/6/2026       ,BUC3009-2601-11 ,BUC3009   ,2601 ,11    ,C500SF,Cerrado  ,19300            ,18417      ,40.00       ,17.0       ,18417    ,59303.25    ,58413.70  ,94695          ,0.00             ,1.62      ,79.29       ,0.00   ,0.00 
3/16/2026        ,2/6/2026       ,BUC1006-2601-07 ,BUC1006   ,2601 ,07    ,C500SF,Cerrado  ,23000            ,22383      ,38.00       ,20.0       ,22289    ,62801.53    ,62433.49  ,96023          ,0.00             ,1.54      ,73.71       ,0.00   ,0.00 
3/17/2026        ,2/6/2026       ,BUC3009-2601-06 ,BUC3009   ,2601 ,06    ,C500SF,Cerrado  ,21800            ,21339      ,39.00       ,17.0       ,21290    ,60196.45    ,60002.06  ,97143          ,0.00             ,1.62      ,72.26       ,0.00   ,0.00 
3/18/2026        ,2/6/2026       ,BUC3009-2601-07 ,BUC3009   ,2601 ,07    ,C500SF,Cerrado  ,17900            ,17221      ,37.00       ,22.0       ,17176    ,49316.75    ,49012.31  ,76877          ,0.00             ,1.57      ,77.12       ,0.00   ,0.00 
3/17/2026        ,2/6/2026       ,BUC3009-2601A-04,BUC3009   ,2601A,04    ,C500SF,Cerrado  ,21800            ,20861      ,39.00       ,18.0       ,20757    ,63112.00    ,62502.31  ,99121          ,0.00             ,1.59      ,77.21       ,0.00   ,0.00 
3/18/2026        ,2/6/2026       ,STO2004-2601-05 ,STO2004   ,2601 ,05    ,C500SF,Cerrado  ,42000            ,40072      ,35.00       ,17.0       ,39989    ,105552.75   ,105067.90 ,152587         ,0.00             ,1.45      ,75.07       ,0.00   ,0.00 
3/18/2026        ,2/7/2026       ,BUC3014-2601A-05,BUC3014   ,2601A,05    ,C500SF,Cerrado  ,27000            ,26006      ,38.00       ,19.0       ,25772    ,79480.15    ,78192.35  ,118778         ,0.00             ,1.52      ,79.84       ,0.00   ,0.00 
3/20/2026        ,2/7/2026       ,BUC3014-2601-03 ,BUC3014   ,2601 ,03    ,C500SF,Cerrado  ,28000            ,26681      ,40.00       ,18.0       ,26638    ,83586.22    ,82536.20  ,133713         ,0.00             ,1.62      ,77.46       ,0.00   ,0.00 
3/18/2026        ,2/7/2026       ,STO5066-2601-01 ,STO5066   ,2601 ,01    ,C500SF,Cerrado  ,28600            ,27114      ,34.00       ,26.0       ,27042    ,70336.00    ,69577.02  ,105640         ,0.00             ,1.52      ,75.67       ,0.00   ,0.00 
3/20/2026        ,2/7/2026       ,BUC3014-2601A-06,BUC3014   ,2601A,06    ,C500SF,Cerrado  ,39000            ,37988      ,40.00       ,18.0       ,37905    ,113109.85   ,111628.87 ,178304         ,0.00             ,1.60      ,73.62       ,0.00   ,0.00 
3/18/2026        ,2/7/2026       ,BUC3014-2601-02 ,BUC3014   ,2601 ,02    ,C500SF,Cerrado  ,28000            ,27063      ,38.00       ,18.0       ,26888    ,77722.45    ,77186.83  ,123475         ,0.00             ,1.60      ,75.54       ,0.00   ,0.00 
3/15/2026        ,2/7/2026       ,STO5057-2601-02 ,STO5057   ,2601 ,02    ,C500SF,Cerrado  ,43000            ,41392      ,35.00       ,25.0       ,41170    ,104753.74   ,103328.83 ,162621         ,0.00             ,1.57      ,71.71       ,0.00   ,0.00 
3/21/2026        ,2/7/2026       ,STO5057-2601-01 ,STO5057   ,2601 ,01    ,C500SF,Cerrado  ,35200            ,33845      ,38.00       ,23.0       ,33797    ,99866.26    ,98629.35  ,156776         ,0.00             ,1.59      ,76.80       ,0.00   ,0.00 
3/20/2026        ,2/7/2026       ,BUC3014-2601-04 ,BUC3014   ,2601 ,04    ,C500SF,Cerrado  ,28000            ,27372      ,39.00       ,19.0       ,27314    ,79152.33    ,78865.14  ,127574         ,0.00             ,1.62      ,74.03       ,0.00   ,0.00 
3/17/2026        ,2/7/2026       ,BUC3014-2601-01 ,BUC3014   ,2601 ,01    ,C500SF,Cerrado  ,28000            ,27180      ,38.00       ,19.0       ,27050    ,76929.00    ,76535.85  ,121210         ,0.00             ,1.58      ,74.46       ,0.00   ,0.00 
3/18/2026        ,2/8/2026       ,BUC3009-2601-10 ,BUC3009   ,2601 ,10    ,C500SF,Cerrado  ,19500            ,18693      ,38.00       ,24.0       ,18613    ,53579.95    ,53329.68  ,84088          ,0.00             ,1.58      ,75.40       ,0.00   ,0.00 
3/19/2026        ,2/9/2026       ,STO5066-2601-02 ,STO5066   ,2601 ,02    ,C500SF,Cerrado  ,28000            ,26662      ,33.00       ,27.0       ,26616    ,67913.02    ,67084.85  ,101867         ,0.00             ,1.52      ,76.38       ,0.00   ,0.00 
3/19/2026        ,2/9/2026       ,BUC3009-2601-09 ,BUC3009   ,2601 ,09    ,C500SF,Cerrado  ,24000            ,22995      ,38.00       ,21.0       ,22885    ,63920.60    ,63575.79  ,99517          ,0.00             ,1.57      ,73.11       ,0.00   ,0.00 
3/19/2026        ,2/9/2026       ,STO5066-2601-03 ,STO5066   ,2601 ,03    ,C500SF,Cerrado  ,35000            ,33190      ,35.00       ,24.0       ,33109    ,84040.98    ,83105.32  ,129145         ,0.00             ,1.55      ,71.72       ,0.00   ,0.00 
3/19/2026        ,2/9/2026       ,BUC3009-2601-08 ,BUC3009   ,2601 ,08    ,C500SF,Cerrado  ,38000            ,36630      ,38.00       ,24.0       ,36502    ,102173.00   ,101735.20 ,162944         ,0.00             ,1.60      ,73.35       ,0.00   ,0.00 
3/21/2026        ,2/9/2026       ,BUC1011-2601A-02,BUC1011   ,2601A,02    ,C500SF,Cerrado  ,23000            ,22469      ,39.00       ,18.0       ,22384    ,67297.55    ,66909.77  ,106827         ,0.00             ,1.60      ,76.65       ,0.00   ,0.00 
3/23/2026        ,2/10/2026      ,BUC1011-2601-07 ,BUC1011   ,2601 ,07    ,C500SF,Cerrado  ,23000            ,22113      ,40.00       ,20.0       ,22068    ,64629.45    ,64494.54  ,101058         ,0.00             ,1.57      ,73.06       ,0.00   ,0.00 
3/23/2026        ,2/10/2026      ,BUC1011-2601-01 ,BUC1011   ,2601 ,01    ,C500SF,Cerrado  ,23000            ,22674      ,40.00       ,20.0       ,22647    ,64960.00    ,64826.41  ,105070         ,0.00             ,1.62      ,71.56       ,0.00   ,0.00 
3/18/2026        ,2/10/2026      ,STO5014-2601-04 ,STO5014   ,2601 ,04    ,C500SF,Cerrado  ,22950            ,22145      ,32.00       ,27.0       ,22075    ,49972.72    ,49526.26  ,73706          ,0.00             ,1.49      ,70.11       ,0.00   ,0.00 
3/16/2026        ,2/10/2026      ,STO5014-2601-06 ,STO5014   ,2601 ,06    ,C500SF,Cerrado  ,23000            ,22190      ,32.00       ,25.0       ,22097    ,49260.00    ,48756.01  ,73165          ,0.00             ,1.50      ,68.95       ,0.00   ,0.00 
3/23/2026        ,2/10/2026      ,BUC1011-2601-03 ,BUC1011   ,2601 ,03    ,C500SF,Cerrado  ,23000            ,22409      ,39.00       ,21.0       ,22403    ,66432.70    ,66413.47  ,106384         ,0.00             ,1.60      ,76.01       ,0.00   ,0.00 
3/18/2026        ,2/10/2026      ,STO5014-2601-01 ,STO5014   ,2601 ,01    ,C500SF,Cerrado  ,15000            ,14629      ,33.00       ,32.0       ,14530    ,33353.02    ,33076.42  ,49965          ,0.00             ,1.51      ,68.98       ,0.00   ,0.00 
3/20/2026        ,2/10/2026      ,BUC1011-2601A-04,BUC1011   ,2601A,04    ,C500SF,Cerrado  ,22500            ,21118      ,38.00       ,21.0       ,21011    ,64448.45    ,64073.60  ,101506         ,0.00             ,1.58      ,80.25       ,0.00   ,0.00 
3/21/2026        ,2/10/2026      ,STO5014-2601-02 ,STO5014   ,2601 ,02    ,C500SF,Cerrado  ,15000            ,14008      ,36.00       ,26.0       ,13981    ,35717.10    ,35364.93  ,59798          ,0.00             ,1.69      ,70.26       ,0.00   ,0.00 
3/21/2026        ,2/10/2026      ,STO5014-2601-05 ,STO5014   ,2601 ,05    ,C500SF,Cerrado  ,22400            ,21499      ,34.00       ,25.0       ,21448    ,52049.34    ,51443.17  ,79045          ,0.00             ,1.54      ,70.54       ,0.00   ,0.00 
3/20/2026        ,2/10/2026      ,BUC1011-2601-06 ,BUC1011   ,2601 ,06    ,C500SF,Cerrado  ,23000            ,22310      ,37.00       ,19.0       ,22246    ,63410.25    ,63178.25  ,98803          ,0.00             ,1.56      ,76.76       ,0.00   ,0.00 
3/21/2026        ,2/10/2026      ,BUC1011-2601-08 ,BUC1011   ,2601 ,08    ,C500SF,Cerrado  ,23000            ,22255      ,38.00       ,18.0       ,22248    ,65187.25    ,65160.14  ,97170          ,0.00             ,1.49      ,77.07       ,0.00   ,0.00 
3/17/2026        ,2/10/2026      ,STO5014-2601-03 ,STO5014   ,2601 ,03    ,C500SF,Cerrado  ,15000            ,14000      ,35.00       ,27.0       ,13978    ,33897.83    ,33477.21  ,56596          ,0.00             ,1.69      ,68.43       ,0.00   ,0.00 
3/22/2026        ,2/11/2026      ,BUC1011-2601-09 ,BUC1011   ,2601 ,09    ,C500SF,Cerrado  ,22500            ,22430      ,39.00       ,21.0       ,22422    ,66198.23    ,66152.68  ,102668         ,0.00             ,1.55      ,75.65       ,0.00   ,0.00 
3/23/2026        ,2/11/2026      ,BUC3049-2601A-01,BUC3049   ,2601A,01    ,C500SF,Cerrado  ,23500            ,22805      ,39.00       ,20.0       ,22739    ,69663.20    ,68842.12  ,112335         ,0.00             ,1.63      ,77.63       ,0.00   ,0.00 
3/22/2026        ,2/11/2026      ,BUC1011-2601A-11,BUC1011   ,2601A,11    ,C500SF,Cerrado  ,23000            ,22274      ,39.00       ,18.0       ,22274    ,67154.00    ,67154.00  ,107530         ,0.00             ,1.60      ,77.31       ,0.00   ,0.00 
3/21/2026        ,2/11/2026      ,STO2004-2601N-06,STO2004   ,2601N,06    ,C500SF,Cerrado  ,41970            ,40474      ,35.00       ,15.0       ,40359    ,107311.76   ,106980.53 ,155634         ,0.00             ,1.45      ,75.73       ,0.00   ,0.00 
3/20/2026        ,2/11/2026      ,BUC1011-2601-05 ,BUC1011   ,2601 ,05    ,C500SF,Cerrado  ,23000            ,22338      ,37.00       ,18.0       ,22258    ,62511.10    ,62266.05  ,99987          ,0.00             ,1.61      ,75.61       ,0.00   ,0.00 
3/20/2026        ,2/11/2026      ,BUC1011-2601-12 ,BUC1011   ,2601 ,12    ,C500SF,Cerrado  ,23000            ,22401      ,37.00       ,21.0       ,22327    ,62457.25    ,62220.96  ,95981          ,0.00             ,1.54      ,75.32       ,0.00   ,0.00 
3/22/2026        ,2/11/2026      ,BUC1011-2601-10 ,BUC1011   ,2601 ,10    ,C500SF,Cerrado  ,22500            ,21521      ,36.00       ,19.0       ,21453    ,59233.78    ,58953.12  ,93631          ,0.00             ,1.59      ,76.33       ,0.00   ,0.00 
3/19/2026        ,2/11/2026      ,STO2004-2601N-07,STO2004   ,2601N,07    ,C500SF,Cerrado  ,42000            ,40438      ,35.00       ,20.0       ,40286    ,103540.00   ,102937.11 ,149979         ,0.00             ,1.46      ,73.00       ,0.00   ,0.00 
3/24/2026        ,2/12/2026      ,BUC3049-2601A-02,BUC3049   ,2601A,02    ,C500SF,Cerrado  ,23500            ,22778      ,40.00       ,20.0       ,22778    ,70346.80    ,69291.60  ,113778         ,0.00             ,1.64      ,76.05       ,0.00   ,0.00 
3/24/2026        ,2/12/2026      ,STO2004-2601N-08,STO2004   ,2601N,08    ,C500SF,Cerrado  ,42080            ,39526      ,36.00       ,16.0       ,39362    ,108471.05   ,107795.15 ,159905         ,0.00             ,1.48      ,76.07       ,0.00   ,0.00 
3/25/2026        ,2/12/2026      ,STO2004-2601N-09,STO2004   ,2601N,09    ,C500SF,Cerrado  ,42000            ,40325      ,37.00       ,20.0       ,40226    ,111359.85   ,110928.82 ,161649         ,0.00             ,1.46      ,74.53       ,0.00   ,0.00 
3/25/2026        ,2/12/2026      ,STO2004-2601N-10,STO2004   ,2601N,10    ,C500SF,Cerrado  ,41900            ,40139      ,36.00       ,15.0       ,39994    ,102477.34   ,102043.48 ,155455         ,0.00             ,1.52      ,70.87       ,0.00   ,0.00 
3/25/2026        ,2/13/2026      ,STO5005-2601-05 ,STO5005   ,2601 ,05    ,C500SF,Cerrado  ,29500            ,27774      ,36.00       ,25.0       ,27721    ,80064.69    ,79215.44  ,121526         ,0.00             ,1.53      ,79.38       ,0.00   ,0.00 
3/23/2026        ,2/13/2026      ,BUC3018-2601-01 ,BUC3018   ,2601 ,01    ,C500SF,Cerrado  ,15500            ,15138      ,38.00       ,17.0       ,15088    ,43245.60    ,43003.93  ,68534          ,0.00             ,1.59      ,75.01       ,0.00   ,0.00 
3/25/2026        ,2/13/2026      ,BUC3018-2601-08 ,BUC3018   ,2601 ,08    ,C500SF,Cerrado  ,10500            ,10157      ,40.00       ,15.0       ,10157    ,30760.70    ,30299.29  ,49589          ,0.00             ,1.64      ,74.58       ,0.00   ,0.00 
3/20/2026        ,2/13/2026      ,STO5005-2601-04 ,STO5005   ,2601 ,04    ,C500SF,Cerrado  ,24800            ,24294      ,32.00       ,25.0       ,24233    ,54688.78    ,53949.75  ,80733          ,0.00             ,1.50      ,69.57       ,0.00   ,0.00 
3/24/2026        ,2/13/2026      ,BUC3018-2601-02 ,BUC3018   ,2601 ,02    ,C500SF,Cerrado  ,16200            ,15471      ,39.00       ,17.0       ,15465    ,45450.50    ,44793.95  ,72342          ,0.00             ,1.61      ,74.27       ,0.00   ,0.00 
3/22/2026        ,2/13/2026      ,BUC3018-2601-03 ,BUC3018   ,2601 ,03    ,C500SF,Cerrado  ,24000            ,23265      ,37.00       ,16.0       ,23174    ,65502.00    ,65215.69  ,100982         ,0.00             ,1.55      ,76.06       ,0.00   ,0.00 
3/23/2026        ,2/13/2026      ,BUC3018-2601-07 ,BUC3018   ,2601 ,07    ,C500SF,Cerrado  ,19000            ,17955      ,38.00       ,18.0       ,17874    ,51488.70    ,51199.83  ,82513          ,0.00             ,1.61      ,75.38       ,0.00   ,0.00 
3/26/2026        ,2/13/2026      ,BUC3018-2601-05 ,BUC3018   ,2601 ,05    ,C500SF,Cerrado  ,12500            ,11991      ,40.00       ,19.0       ,11991    ,37812.80    ,37245.61  ,60135          ,0.00             ,1.61      ,77.65       ,0.00   ,0.00 
3/22/2026        ,2/13/2026      ,BUC3018-2601-04 ,BUC3018   ,2601 ,04    ,C500SF,Cerrado  ,15800            ,15291      ,37.00       ,21.0       ,15185    ,43478.90    ,43197.30  ,66835          ,0.00             ,1.55      ,76.88       ,0.00   ,0.00 
3/25/2026        ,2/13/2026      ,BUC3018-2601-06 ,BUC3018   ,2601 ,06    ,C500SF,Cerrado  ,19000            ,18353      ,39.00       ,19.0       ,18315    ,54460.80    ,53934.46  ,86770          ,0.00             ,1.61      ,75.51       ,0.00   ,0.00 
3/25/2026        ,2/13/2026      ,BUC3010-2601-03 ,BUC3010   ,2601 ,03    ,C500SF,Cerrado  ,24500            ,23895      ,39.00       ,21.0       ,23817    ,67784.55    ,67397.91  ,110245         ,0.00             ,1.64      ,72.56       ,0.00   ,0.00 
3/25/2026        ,2/14/2026      ,BUC3010-2601-02 ,BUC3010   ,2601 ,02    ,C500SF,Cerrado  ,21500            ,20925      ,39.00       ,18.0       ,20844    ,58746.30    ,58212.25  ,96262          ,0.00             ,1.65      ,71.61       ,0.00   ,0.00 
3/25/2026        ,2/14/2026      ,BUC3010-2601A-04,BUC3010   ,2601A,04    ,C500SF,Cerrado  ,23500            ,22303      ,37.00       ,19.0       ,22189    ,69068.83    ,68013.24  ,107944         ,0.00             ,1.59      ,82.84       ,0.00   ,0.00 
3/24/2026        ,2/14/2026      ,BUC3032-2601-03 ,BUC3032   ,2601 ,03    ,C500SF,Cerrado  ,45000            ,43740      ,38.00       ,15.0       ,43584    ,118970.00   ,117496.91 ,183915         ,0.00             ,1.57      ,70.94       ,0.00   ,0.00 
3/25/2026        ,2/14/2026      ,BUC3010-2601A-01,BUC3010   ,2601A,01    ,C500SF,Cerrado  ,20500            ,19027      ,38.00       ,19.0       ,18834    ,56071.18    ,54462.33  ,87964          ,0.00             ,1.62      ,76.10       ,0.00   ,0.00 
3/20/2026        ,2/14/2026      ,STO5005-2601-02 ,STO5005   ,2601 ,02    ,C500SF,Cerrado  ,24800            ,23920      ,34.00       ,26.0       ,23872    ,61580.00    ,60803.00  ,91305          ,0.00             ,1.50      ,74.91       ,0.00   ,0.00 
3/23/2026        ,2/14/2026      ,BUC3010-2601-05 ,BUC3010   ,2601 ,05    ,C500SF,Cerrado  ,10000            ,9621       ,37.00       ,20.0       ,9553     ,28069.15    ,27788.65  ,44335          ,0.00             ,1.60      ,78.62       ,0.00   ,0.00 
3/23/2026        ,2/14/2026      ,STO5005-2601-03 ,STO5005   ,2601 ,03    ,C500SF,Cerrado  ,24800            ,23970      ,36.00       ,26.0       ,23904    ,63524.12    ,62833.87  ,98251          ,0.00             ,1.56      ,73.02       ,0.00   ,0.00 
3/27/2026        ,2/14/2026      ,BUC3032-2601-04 ,BUC3032   ,2601 ,04    ,C500SF,Cerrado  ,45000            ,43215      ,39.00       ,18.0       ,43140    ,126370.00   ,124796.65 ,197715         ,0.00             ,1.58      ,74.18       ,0.00   ,0.00 
3/29/2026        ,2/14/2026      ,BUC3035-2601A-04,BUC3035   ,2601A,04    ,C500SF,Inactivos,17000            ,16523      ,41.00       ,19.0       ,16523    ,53955.63    ,53955.63  ,83840          ,0.00             ,1.55      ,79.65       ,0.00   ,0.00 
3/27/2026        ,2/14/2026      ,STO5005-2601-08 ,STO5005   ,2601 ,08    ,C500SF,Cerrado  ,37350            ,35725      ,34.00       ,25.0       ,35623    ,88911.98    ,88009.98  ,132332         ,0.00             ,1.50      ,72.66       ,0.00   ,0.00 
3/26/2026        ,2/15/2026      ,BUC1013-2601A-05,BUC1013   ,2601A,05    ,C500SF,Cerrado  ,27500            ,26711      ,38.00       ,18.0       ,26641    ,78968.43    ,78616.07  ,125625         ,0.00             ,1.60      ,77.66       ,0.00   ,0.00 
3/26/2026        ,2/16/2026      ,STO5005-2601-01 ,STO5005   ,2601 ,01    ,C500SF,Cerrado  ,24500            ,23664      ,34.00       ,26.0       ,23629    ,61691.89    ,61105.65  ,94757          ,0.00             ,1.55      ,76.06       ,0.00   ,0.00 
3/27/2026        ,2/16/2026      ,BUC1013-2601A-04,BUC1013   ,2601A,04    ,C500SF,Cerrado  ,22500            ,21826      ,39.00       ,21.0       ,21826    ,66247.83    ,66247.83  ,104790         ,0.00             ,1.58      ,77.83       ,0.00   ,0.00 
3/28/2026        ,2/16/2026      ,BUC1013-2601A-02,BUC1013   ,2601A,02    ,C500SF,Cerrado  ,22500            ,21650      ,39.00       ,21.0       ,21497    ,67803.75    ,67140.64  ,107105         ,0.00             ,1.60      ,80.08       ,0.00   ,0.00 
3/27/2026        ,2/16/2026      ,BUC1013-2601-03 ,BUC1013   ,2601 ,03    ,C500SF,Cerrado  ,22500            ,21699      ,38.00       ,19.0       ,21592    ,64813.11    ,64460.92  ,105278         ,0.00             ,1.63      ,78.56       ,0.00   ,0.00 
3/22/2026        ,2/16/2026      ,STO5005-2601-06 ,STO5005   ,2601 ,06    ,C500SF,Cerrado  ,34000            ,32896      ,32.00       ,24.0       ,32815    ,75509.00    ,74510.60  ,112288         ,0.00             ,1.51      ,70.96       ,0.00   ,0.00 
3/25/2026        ,2/16/2026      ,BUC1013-2601-06 ,BUC1013   ,2601 ,06    ,C500SF,Cerrado  ,28000            ,27189      ,37.00       ,19.0       ,27066    ,76374.78    ,75616.24  ,118914         ,0.00             ,1.57      ,75.51       ,0.00   ,0.00 
3/23/2026        ,2/16/2026      ,STO5005-2601-07 ,STO5005   ,2601 ,07    ,C500SF,Cerrado  ,34000            ,32640      ,34.00       ,27.0       ,31560    ,80310.07    ,77262.64  ,120103         ,0.00             ,1.55      ,72.00       ,0.00   ,0.00 
3/26/2026        ,2/17/2026      ,BUC3022-2601-02 ,BUC3022   ,2601 ,02    ,C500SF,Cerrado  ,24200            ,23427      ,37.00       ,22.0       ,23356    ,67590.68    ,67238.17  ,104191         ,0.00             ,1.55      ,77.81       ,0.00   ,0.00 
3/29/2026        ,2/17/2026      ,BUC3022-2601-03 ,BUC3022   ,2601 ,03    ,C500SF,Cerrado  ,25500            ,24656      ,39.00       ,18.0       ,24624    ,73875.70    ,73005.00  ,114500         ,0.00             ,1.57      ,76.02       ,0.00   ,0.00 
