Cierre de campaña,Fecha recepción,Lote Complejo   ,Cod Granja,Lote ,Galpón,Raza  ,Estatus  ,Alojamiento Total,Aves Planta,Edad (venta),Limp & Prep,Aves Neto,Kilos Planta,Kilos Neto,Cons Alim Total,Area de Crianza 1,Conv. Real,Ganancia día,Aves/m2,Kg/m2
11/30/1899       ,4/3/2026       ,STO5014-2602-01 ,STO5014   ,2602 ,01    ,      ,Activo   ,14500            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,561            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,STO5014-2602-03 ,STO5014   ,2602 ,03    ,      ,Activo   ,14500            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,463            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,BUC3009-2602-11 ,BUC3009   ,2602 ,11    ,C500SF,Activo   ,20000            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,1500           ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,BUC1006-2602-08 ,BUC1006   ,2602 ,08    ,C500SF,Activo   ,23000            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,2310           ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,STO5014-2602-06 ,STO5014   ,2602 ,06    ,      ,Activo   ,23680            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,910            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,BUC3009-2602-06 ,BUC3009   ,2602 ,06    ,C500SF,Activo   ,22500            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,1570           ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,BUC3009-2602A-10,BUC3009   ,2602A,10    ,C500SF,Activo   ,19000            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,BUC3009-2602A-05,BUC3009   ,2602A,05    ,C500SF,Activo   ,21500            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,STO5014-2602-05 ,STO5014   ,2602 ,05    ,      ,Activo   ,22700            ,0          ,0.00        ,12.0       ,0        ,0.00        ,0.00      ,892            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,BUC3009-2602A-09,BUC3009   ,2602A,09    ,C500SF,Activo   ,23100            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/3/2026       ,STO5014-2602-02 ,STO5014   ,2602 ,02    ,      ,Activo   ,14500            ,0          ,0.00        ,12.0       ,0        ,0.00        ,0.00      ,561            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,STO2004-2602-01 ,STO2004   ,2602 ,01    ,C500SF,Activo   ,42500            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,STO2004-2602-02 ,STO2004   ,2602 ,02    ,C500SF,Activo   ,42500            ,0          ,0.00        ,22.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3009-2602A-04,BUC3009   ,2602A,04    ,C500SF,Activo   ,21500            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3009-2602-08 ,BUC3009   ,2602 ,08    ,C500SF,Activo   ,38500            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,1500           ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3009-2602-07 ,BUC3009   ,2602 ,07    ,C500SF,Activo   ,22500            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,1000           ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3014-2602-03 ,BUC3014   ,2602 ,03    ,C500SF,Activo   ,28500            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,800            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3014-2602A-05,BUC3014   ,2602A,05    ,C500SF,Activo   ,28000            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,STO2004-2602-03 ,STO2004   ,2602 ,03    ,C500SF,Activo   ,42470            ,0          ,0.00        ,23.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3014-2602-04 ,BUC3014   ,2602 ,04    ,C500SF,Activo   ,400              ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3014-2602-01 ,BUC3014   ,2602 ,01    ,C500SF,Activo   ,28300            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,800            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/4/2026       ,BUC3014-2602-02 ,BUC3014   ,2602 ,02    ,C500SF,Activo   ,28300            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,800            ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/6/2026       ,BUC3014-2602-06 ,BUC3014   ,2602 ,06    ,C500SF,Activo   ,0                ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/6/2026       ,STO5066-2602-01 ,STO5066   ,2602 ,01    ,C500SF,Activo   ,28000            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/6/2026       ,BUC1011-2602-01 ,BUC1011   ,2602 ,01    ,C500SF,Activo   ,0                ,0          ,0.00        ,14.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/6/2026       ,STO2004-2602-04 ,STO2004   ,2602 ,04    ,C500SF,Activo   ,42000            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/6/2026       ,STO2004-2602-05 ,STO2004   ,2602 ,05    ,C500SF,Activo   ,42000            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/7/2026       ,STO5066-2602-03 ,STO5066   ,2602 ,03    ,C500SF,Activo   ,35000            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/7/2026       ,BUC1011-2602-03 ,BUC1011   ,2602 ,03    ,C500SF,Activo   ,0                ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/7/2026       ,BUC1011-2602-04 ,BUC1011   ,2602 ,04    ,C500SF,Activo   ,0                ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/7/2026       ,STO5066-2602-02 ,STO5066   ,2602 ,02    ,C500SF,Activo   ,28000            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/7/2026       ,BUC1011-2602-02 ,BUC1011   ,2602 ,02    ,C500SF,Activo   ,0                ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/7/2026       ,BUC1011-2602-07 ,BUC1011   ,2602 ,07    ,C500SF,Activo   ,0                ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/7/2026       ,BUC1011-2602-05 ,BUC1011   ,2602 ,05    ,C500SF,Activo   ,0                ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,BUC1011-2602-11 ,BUC1011   ,2602 ,11    ,C500SF,Activo   ,0                ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,BUC1011-2602-12 ,BUC1011   ,2602 ,12    ,C500SF,Activo   ,0                ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,BUC1011-2602-09 ,BUC1011   ,2602 ,09    ,C500SF,Activo   ,0                ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,STO5005-2602-01 ,STO5005   ,2602 ,01    ,C500SF,Activo   ,0                ,0          ,0.00        ,13.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,STO5005-2602-09 ,STO5005   ,2602 ,09    ,C500SF,Activo   ,32100            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,STO5057-2602-01 ,STO5057   ,2602 ,01    ,C500SF,Activo   ,34780            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,BUC1011-2602-10 ,BUC1011   ,2602 ,10    ,C500SF,Activo   ,0                ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,BUC1011-2602-06 ,BUC1011   ,2602 ,06    ,C500SF,Activo   ,0                ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,BUC1011-2602-08 ,BUC1011   ,2602 ,08    ,C500SF,Activo   ,0                ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/8/2026       ,STO5057-2602-02 ,STO5057   ,2602 ,02    ,C500SF,Activo   ,41200            ,0          ,0.00        ,24.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/9/2026       ,BUC3010-2602-03 ,BUC3010   ,2602 ,03    ,C500SF,Activo   ,0                ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/9/2026       ,STO5005-2602-05 ,STO5005   ,2602 ,05    ,C500SF,Activo   ,0                ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/9/2026       ,STO5005-2602-04 ,STO5005   ,2602 ,04    ,C500SF,Activo   ,0                ,0          ,0.00        ,20.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/9/2026       ,STO5005-2602-03 ,STO5005   ,2602 ,03    ,C500SF,Activo   ,0                ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/9/2026       ,STO5005-2602-02 ,STO5005   ,2602 ,02    ,C500SF,Activo   ,0                ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3018-2602-01 ,BUC3018   ,2602 ,01    ,C500SF,Activo   ,0                ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3049-2602-02 ,BUC3049   ,2602 ,02    ,C500SF,Activo   ,0                ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3050-2602-04 ,BUC3050   ,2602 ,04    ,C500SF,Activo   ,0                ,0          ,0.00        ,12.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3018-2602-02 ,BUC3018   ,2602 ,02    ,C500SF,Activo   ,0                ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3010-2602-04 ,BUC3010   ,2602 ,04    ,C500SF,Activo   ,0                ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3010-2602-01 ,BUC3010   ,2602 ,01    ,C500SF,Activo   ,0                ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,STO5005-2602-06 ,STO5005   ,2602 ,06    ,C500SF,Activo   ,0                ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3018-2602-06 ,BUC3018   ,2602 ,06    ,C500SF,Activo   ,0                ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3018-2602-04 ,BUC3018   ,2602 ,04    ,C500SF,Activo   ,0                ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3010-2602-02 ,BUC3010   ,2602 ,02    ,C500SF,Activo   ,0                ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3050-2602-01 ,BUC3050   ,2602 ,01    ,C500SF,Activo   ,0                ,0          ,0.00        ,11.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3050-2602-03 ,BUC3050   ,2602 ,03    ,C500SF,Activo   ,0                ,0          ,0.00        ,10.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,STO5005-2602-07 ,STO5005   ,2602 ,07    ,C500SF,Activo   ,0                ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3050-2602-05 ,BUC3050   ,2602 ,05    ,C500SF,Activo   ,0                ,0          ,0.00        ,14.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3050-2602-06 ,BUC3050   ,2602 ,06    ,C500SF,Activo   ,0                ,0          ,0.00        ,14.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3049-2602-01 ,BUC3049   ,2602 ,01    ,C500SF,Activo   ,0                ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,4/10/2026      ,BUC3050-2602-02 ,BUC3050   ,2602 ,02    ,C500SF,Activo   ,0                ,0          ,0.00        ,10.0       ,0        ,0.00        ,0.00      ,0              ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
04/09/26         ,               ,453             ,          ,     ,      ,      ,         ,11813750         ,5391037    ,36.56       ,19.5       ,         ,14910844.83 ,          ,28878113       ,                 ,1.57      ,75.31       ,       ,     
